id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,analysis_type
ieu-a-1239,ukb-b-5076,Not socialising,Education,Weighted median,309,-0.109095444,0.007580098,5.78E-47,Network
ieu-a-1239,ukb-b-5076,Not socialising,Education,Inverse variance weighted,309,-0.117992583,0.006658141,2.86E-70,Network
ieu-a-1239,ukb-b-5076,Not socialising,Education,Simple mode,309,-0.109062473,0.028724911,0.000176537,Network
ieu-a-1239,ukb-b-5076,Not socialising,Education,Weighted mode,309,-0.105514614,0.029517664,0.000407003,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,MR Egger intercept,260,0.000224112,0.001243842,0.857154629,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,MR Egger,260,-0.316431678,0.120188115,0.008979203,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,Weighted median,260,-0.18697201,0.041940172,8.27E-06,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,Inverse variance weighted,260,-0.173589147,0.029355802,3.35E-09,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,Simple mode,260,-0.128915847,0.154882674,0.405980939,Network
ieu-a-1239,ieu-a-118,Neuroticism,Education,Weighted mode,260,-0.258779864,0.133469815,0.053604087,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,MR Egger intercept,309,0.002000147,0.001068588,0.062189638,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,MR Egger,309,0.134555836,0.043670102,0.002248532,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,Weighted median,309,0.092585894,0.01275356,3.88E-13,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,Inverse variance weighted,309,0.097252376,0.01108342,1.72E-18,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,Simple mode,309,0.119391015,0.042674496,0.005470665,Network
ieu-a-1239,ukb-b-5237,Coffee intake,Education,Weighted mode,309,0.089829274,0.039698929,0.024346474,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,MR Egger intercept,36,-0.003837017,0.004267062,0.374861447,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,MR Egger,36,0.144629401,0.508311672,0.777730868,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,Weighted median,36,-0.296225171,0.234234155,0.20599537,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,Inverse variance weighted,36,-0.310843673,0.157555521,0.048505232,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,Simple mode,36,-0.557764133,0.448357151,0.221760454,Network
ieu-a-1239,ieu-a-24,Diabetes,Education,Weighted mode,36,-0.347364856,0.351576511,0.329924041,Network
ieu-a-1239,ieu-a-7,CHD,Education,MR Egger intercept,303,-0.002659219,0.001091648,0.015432004,Network
ieu-a-1239,ieu-a-7,CHD,Education,MR Egger,303,-0.283616349,0.212581533,0.183162122,Network
ieu-a-1239,ieu-a-7,CHD,Education,Weighted median,303,-0.441777222,0.07378114,2.13E-09,Network
ieu-a-1239,ieu-a-7,CHD,Education,Inverse variance weighted,303,-0.470568416,0.052568188,3.50E-19,Network
ieu-a-1239,ieu-a-7,CHD,Education,Simple mode,303,-0.580211913,0.255342391,0.023771847,Network
ieu-a-1239,ieu-a-7,CHD,Education,Weighted mode,303,-0.183645413,0.223660399,0.412242442,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,MR Egger intercept,7,-0.000771211,0.01371629,0.957339504,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,MR Egger,7,2.481663168,2.462958964,0.359893541,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,Weighted median,7,1.171063599,0.198006281,3.33E-09,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,Inverse variance weighted,7,1.09586429,0.367002716,0.002826673,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,Simple mode,7,1.191146131,0.255299516,0.003446895,Network
ukb-b-19953,ieu-a-1187,Depression,BMI,Weighted mode,7,1.15162033,0.222752064,0.002074492,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,MR Egger intercept,443,0.000805676,0.001277551,0.528602033,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,MR Egger,443,-0.032533933,0.015063347,0.031325829,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,Weighted median,443,-0.033454072,0.006000715,2.48E-08,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,Inverse variance weighted,443,-0.041694374,0.005524401,4.44E-14,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,Simple mode,443,-0.016142815,0.024743157,0.514472426,Network
ukb-b-19953,ukb-b-6519,Worry,BMI,Weighted mode,443,-0.005882149,0.01863349,0.752397296,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,MR Egger intercept,447,0.003659692,0.000958483,0.000153486,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,MR Egger,447,0.459070984,0.040613159,3.23E-26,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,Weighted median,447,0.268618919,0.024040089,5.48E-29,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,Inverse variance weighted,447,0.339398814,0.020821118,9.76E-60,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,Simple mode,447,0.358582019,0.080089204,9.61E-06,Network
ukb-b-19953,ukb-b-5779,Alcohol,BMI,Weighted mode,447,0.232665539,0.041348871,3.25E-08,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,MR Egger intercept,328,0.000114185,0.008714146,0.989553349,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,MR Egger,328,1.594883446,0.83952311,0.058348328,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,Weighted median,328,2.028883691,0.506321947,6.15E-05,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,Inverse variance weighted,328,1.884789556,0.307089326,8.38E-10,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,Simple mode,328,3.857856404,1.384325268,0.005633866,Network
ukb-b-19953,ieu-a-961,Smoking,BMI,Weighted mode,328,2.283166156,0.829323488,0.006234179,Network
ukb-b-19953,ieu-a-1239,Education,BMI,MR Egger intercept,433,-0.004277189,0.001095621,0.000109826,Network
ukb-b-19953,ieu-a-1239,Education,BMI,MR Egger,433,-0.001665572,0.036927711,0.964045645,Network
ukb-b-19953,ieu-a-1239,Education,BMI,Weighted median,433,-0.11967543,0.011572026,4.56E-25,Network
ukb-b-19953,ieu-a-1239,Education,BMI,Inverse variance weighted,433,-0.182283403,0.01400859,1.04E-38,Network
ukb-b-19953,ieu-a-1239,Education,BMI,Simple mode,433,-0.156436883,0.044105358,0.000432467,Network
ukb-b-19953,ieu-a-1239,Education,BMI,Weighted mode,433,-0.104827888,0.030789927,0.000724458,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,MR Egger intercept,443,0.001491515,0.001226517,0.224613795,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,MR Egger,443,-0.12714493,0.119178322,0.286625016,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,Weighted median,443,-0.180630153,0.043918946,3.91E-05,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,Inverse variance weighted,443,-0.293973612,0.043817154,1.96E-11,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,Simple mode,443,0.180745191,0.165759969,0.276129676,Network
ukb-b-19953,ukb-b-5238,Intelligence,BMI,Weighted mode,443,0.147325068,0.101490293,0.147317433,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,MR Egger intercept,325,0.002527296,0.001566317,0.107606372,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,MR Egger,325,-0.065401351,0.036344124,0.072872363,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,Weighted median,325,-0.004607451,0.018551212,0.803852889,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,Inverse variance weighted,325,-0.01616586,0.013178753,0.219950089,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,Simple mode,325,0.040571148,0.059552566,0.496189718,Network
ukb-b-19953,ieu-a-1018,Wellbeing,BMI,Weighted mode,325,0.02471571,0.050999977,0.628271978,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,MR Egger intercept,447,9.62E-05,0.001387965,0.944784713,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,MR Egger,447,-0.055423737,0.016194999,0.00067839,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,Weighted median,447,-0.052856449,0.00938854,1.80E-08,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,Inverse variance weighted,447,-0.059662744,0.008196502,3.36E-13,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,Simple mode,447,-0.051104825,0.028738907,0.076044759,Network
ukb-b-19953,ukb-b-4424,Sleep duration,BMI,Weighted mode,447,-0.054038074,0.01215093,1.10E-05,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,MR Egger intercept,443,0.001340086,0.001206047,0.267113955,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,MR Egger,443,0.026433813,0.009733666,0.006873186,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,Weighted median,443,0.028349541,0.004702722,1.66E-09,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,Inverse variance weighted,443,0.03483345,0.003571435,1.78E-22,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,Simple mode,443,0.052107965,0.015588589,0.000900227,Network
ukb-b-19953,ukb-b-8476,Loneliness,BMI,Weighted mode,443,0.024082382,0.009717991,0.013580001,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,MR Egger intercept,447,0.005266459,0.001479242,0.000410417,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,MR Egger,447,-0.049003289,0.014448549,0.00075697,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,Weighted median,447,0.011505724,0.008712325,0.186626077,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,Inverse variance weighted,447,0.027090612,0.007612568,0.000372738,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,Simple mode,447,0.072275911,0.036948146,0.051071912,Network
ukb-b-19953,ukb-b-3957,Sleeplessness,BMI,Weighted mode,447,-0.035367815,0.011311139,0.001882703,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,MR Egger intercept,447,-0.004513159,0.001288186,0.00050565,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,MR Egger,447,0.161279929,0.025865397,1.05E-09,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,Weighted median,447,-0.026210173,0.012759868,0.039965042,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,Inverse variance weighted,447,0.034523766,0.01355461,0.01086494,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,Simple mode,447,-0.008243254,0.051486575,0.872870913,Network
ukb-b-19953,ukb-b-4956,Eveningness,BMI,Weighted mode,447,-0.024699545,0.030808125,0.423140839,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,MR Egger intercept,443,0.000658305,0.001232956,0.593663191,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,MR Egger,443,0.004565018,0.001742206,0.009089731,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,Weighted median,443,0.005841746,0.001014975,8.64E-09,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,Inverse variance weighted,443,0.005964305,0.00063927,1.06E-20,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,Simple mode,443,0.005669281,0.003422511,0.098336711,Network
ukb-b-19953,ukb-d-SLEEP,ICD10 Insomni,BMI,Weighted mode,443,0.007460202,0.002500032,0.003002337,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,MR Egger intercept,443,-0.000359975,0.00137758,0.793975476,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,MR Egger,443,0.028368302,0.025103172,0.259061659,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,Weighted median,443,0.018630757,0.01417344,0.188683474,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,Inverse variance weighted,443,-0.005102716,0.009225882,0.580203811,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,Simple mode,443,-0.057241052,0.039959916,0.152718548,Network
ukb-b-19953,ukb-b-4062,Happiness,BMI,Weighted mode,443,0.024731271,0.022425639,0.270708769,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,MR Egger intercept,447,-0.002693283,0.001456155,0.065036281,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,MR Egger,447,-0.07211719,0.040164174,0.073242828,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,Weighted median,447,-0.035163756,0.029287202,0.22988598,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,Inverse variance weighted,447,-0.074726532,0.020325281,0.000236427,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,Simple mode,447,-0.105944794,0.083977353,0.207756607,Network
ukb-b-19953,ukb-b-4710,Exercise,BMI,Weighted mode,447,-0.04689974,0.027931611,0.093834531,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,MR Egger intercept,443,-0.001278834,0.001285077,0.320212953,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,MR Egger,443,0.002736876,0.011201348,0.80708536,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,Weighted median,443,0.022825807,0.005279303,1.53E-05,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,Inverse variance weighted,443,0.032569083,0.004143956,3.86E-15,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,Simple mode,443,0.041785906,0.02209487,0.059250733,Network
ukb-b-19953,ukb-b-5076,Not socialising,BMI,Weighted mode,443,-0.003760547,0.012601848,0.765528724,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,MR Egger intercept,372,0.000132149,0.001493203,0.929527108,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,MR Egger,372,0.023266685,0.05551555,0.675384698,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,Weighted median,372,0.020734019,0.031697365,0.513031677,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,Inverse variance weighted,372,0.002868164,0.020110777,0.886591689,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,Simple mode,372,0.028082134,0.089192715,0.753054179,Network
ukb-b-19953,ieu-a-118,Neuroticism,BMI,Weighted mode,372,0.034802946,0.053543904,0.516101625,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,MR Egger intercept,447,-0.003555,0.001034638,0.000645823,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,MR Egger,447,0.21229325,0.014451846,4.12E-40,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,Weighted median,447,0.095560831,0.009285078,7.67E-25,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,Inverse variance weighted,447,0.113122999,0.00781537,1.76E-47,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,Simple mode,447,0.035009781,0.041550615,0.399914129,Network
ukb-b-19953,ukb-b-5237,Coffee intake,BMI,Weighted mode,447,0.199597652,0.032883505,2.74E-09,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,MR Egger intercept,47,-0.000632747,0.00340327,0.853340444,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,MR Egger,47,1.457566692,0.238148292,2.07E-07,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,Weighted median,47,1.259087491,0.151040751,7.68E-17,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,Inverse variance weighted,47,1.025993414,0.122018899,4.15E-17,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,Simple mode,47,1.187047627,0.290154937,0.000171153,Network
ukb-b-19953,ieu-a-24,Diabetes,BMI,Weighted mode,47,1.39438098,0.151057119,4.87E-12,Network
ukb-b-19953,ieu-a-7,CHD,BMI,MR Egger intercept,425,0.001923028,0.001173102,0.101901104,Network
ukb-b-19953,ieu-a-7,CHD,BMI,MR Egger,425,0.520678227,0.1008716,3.77E-07,Network
ukb-b-19953,ieu-a-7,CHD,BMI,Weighted median,425,0.405951185,0.05944139,8.52E-12,Network
ukb-b-19953,ieu-a-7,CHD,BMI,Inverse variance weighted,425,0.415070823,0.036875924,2.17E-29,Network
ukb-b-19953,ieu-a-7,CHD,BMI,Simple mode,425,0.376895564,0.18060699,0.037500551,Network
ukb-b-19953,ieu-a-7,CHD,BMI,Weighted mode,425,0.392426155,0.098918347,8.54E-05,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,MR Egger intercept,5,-0.154759808,0.117957774,0.280884087,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,MR Egger,5,2.660787892,4.180264326,0.569685384,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,Weighted median,5,-0.192623933,0.09557209,0.043854055,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,Inverse variance weighted,5,-0.0090214,0.196364057,0.963356307,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,Simple mode,5,-0.363345394,0.081559562,0.011203668,Network
ukb-b-5238,ieu-a-1187,Depression,Intelligence,Weighted mode,5,-0.354273961,0.095317507,0.020532169,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,MR Egger intercept,77,0.002405452,0.009691534,0.804656915,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,MR Egger,77,-0.024255808,0.023573709,0.306817277,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,Weighted median,77,-0.015039426,0.004313226,0.000488807,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,Inverse variance weighted,77,-0.007663085,0.005201494,0.140684484,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,Simple mode,77,-0.019498982,0.011343743,0.089699993,Network
ukb-b-5238,ukb-b-6519,Worry,Intelligence,Weighted mode,77,-0.020822543,0.009608862,0.033366847,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,MR Egger intercept,77,-0.005973772,0.008135593,0.465069921,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,MR Egger,77,-0.152643037,0.086235983,0.080780934,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,Weighted median,77,-0.066186415,0.013898994,1.92E-06,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,Inverse variance weighted,77,-0.102014252,0.019007431,8.00E-08,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,Simple mode,77,-0.0396551,0.041679937,0.34440753,Network
ukb-b-5238,ukb-b-5779,Alcohol,Intelligence,Weighted mode,77,-0.046864986,0.036765213,0.206295405,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,MR Egger intercept,55,0.00506595,0.021649239,0.815885513,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,MR Egger,55,-0.924884497,1.386275409,0.507556592,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,Weighted median,55,-0.57784258,0.356844369,0.105380023,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,Inverse variance weighted,55,-0.360132295,0.254455411,0.156978768,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,Simple mode,55,-0.970247901,0.843628175,0.255174922,Network
ukb-b-5238,ieu-a-961,Smoking,Intelligence,Weighted mode,55,-0.883184597,0.696956355,0.210520844,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,MR Egger intercept,74,0.029634813,0.004869239,5.08E-08,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,MR Egger,74,0.220456118,0.05746754,0.000265541,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,Weighted median,74,0.155010288,0.008715348,9.09E-71,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,Inverse variance weighted,74,0.185334422,0.012104068,6.38E-53,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,Simple mode,74,0.162618686,0.021631168,1.13E-10,Network
ukb-b-5238,ieu-a-1239,Education,Intelligence,Weighted mode,74,0.154003966,0.021995642,1.03E-09,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,MR Egger intercept,77,-0.006709818,0.008562302,0.435715362,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,MR Egger,77,-0.096262442,0.095987376,0.319150368,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,Weighted median,77,-0.037562399,0.010885979,0.000559486,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,Inverse variance weighted,77,-0.067820726,0.021123111,0.001323956,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,Simple mode,77,-0.037618428,0.025448129,0.14347632,Network
ukb-b-5238,ukb-b-19953,BMI,Intelligence,Weighted mode,77,-0.037618428,0.020290636,0.067622097,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,MR Egger intercept,56,-0.009710978,0.011717979,0.410908307,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,MR Egger,56,0.064422789,0.065805796,0.331953851,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,Weighted median,56,0.002132248,0.013615089,0.875552842,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,Inverse variance weighted,56,0.008512825,0.012398759,0.492343122,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,Simple mode,56,-0.016119634,0.034163424,0.638908344,Network
ukb-b-5238,ieu-a-1018,Wellbeing,Intelligence,Weighted mode,56,-0.013460224,0.029560998,0.650659134,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,MR Egger intercept,77,0.01932715,0.008794545,0.031062435,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,MR Egger,77,0.070938631,0.038531416,0.069567505,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,Weighted median,77,0.011653883,0.006837339,0.088297591,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,Inverse variance weighted,77,-0.00120561,0.008677843,0.889505673,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,Simple mode,77,0.020147276,0.014704951,0.174689147,Network
ukb-b-5238,ukb-b-4424,Sleep duration,Intelligence,Weighted mode,77,0.020147276,0.012286175,0.105172892,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,MR Egger intercept,77,-0.011489325,0.009453766,0.22805707,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,MR Egger,77,-0.026608544,0.015552585,0.091237422,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,Weighted median,77,-0.018456337,0.003208483,8.80E-09,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,Inverse variance weighted,77,-0.012741235,0.003438323,0.000210846,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,Simple mode,77,-0.021619664,0.007808783,0.007068638,Network
ukb-b-5238,ukb-b-8476,Loneliness,Intelligence,Weighted mode,77,-0.022082355,0.007457145,0.00408658,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,MR Egger intercept,77,-0.007884951,0.009003134,0.383934751,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,MR Egger,77,-0.052231426,0.028903413,0.074756761,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,Weighted median,77,-0.017161774,0.005884495,0.003540511,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,Inverse variance weighted,77,-0.017012213,0.00642103,0.008062234,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,Simple mode,77,-0.017324148,0.015486393,0.266804742,Network
ukb-b-5238,ukb-b-3957,Sleeplessness,Intelligence,Weighted mode,77,-0.016499275,0.013893922,0.238721845,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,MR Egger intercept,77,-0.005453949,0.009622374,0.572543396,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,MR Egger,77,-0.003658568,0.050381106,0.942303535,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,Weighted median,77,0.009379386,0.009444784,0.320673015,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,Inverse variance weighted,77,0.023519989,0.011101936,0.034128648,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,Simple mode,77,-0.01324664,0.030308026,0.663302108,Network
ukb-b-5238,ukb-b-4956,Eveningness,Intelligence,Weighted mode,77,-0.006777201,0.025550987,0.791540971,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,MR Egger intercept,80,0.018348594,0.009768363,0.064067388,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,MR Egger,80,-0.005613496,0.002540444,0.030062228,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,Weighted median,80,0.000840135,0.000767141,0.273450552,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,Inverse variance weighted,80,-3.21E-05,0.000578326,0.955800379,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,Simple mode,80,0.002924197,0.002212149,0.190022855,Network
ukb-b-5238,ukb-d-SLEEP,ICD10 Insomni,Intelligence,Weighted mode,80,0.002995579,0.002033877,0.144766994,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,MR Egger intercept,77,0.000821336,0.009655321,0.932435874,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,MR Egger,77,-0.010161129,0.040058563,0.800454734,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,Weighted median,77,0.005349682,0.009249188,0.562997639,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,Inverse variance weighted,77,0.00541421,0.008810658,0.53888039,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,Simple mode,77,-0.010983439,0.023249554,0.637984339,Network
ukb-b-5238,ukb-b-4062,Happiness,Intelligence,Weighted mode,77,-0.012134767,0.023422783,0.605910638,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,MR Egger intercept,77,-0.003830129,0.008139088,0.639303176,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,MR Egger,77,-0.10905723,0.093311455,0.246208124,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,Weighted median,77,-0.10912018,0.019545568,2.37E-08,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,Inverse variance weighted,77,-0.115472639,0.020511495,1.81E-08,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,Simple mode,77,-0.119436018,0.048605242,0.016279505,Network
ukb-b-5238,ukb-b-4710,Exercise,Intelligence,Weighted mode,77,-0.110774376,0.050370142,0.030904427,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,MR Egger intercept,77,-0.018124303,0.007678582,0.020857804,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,MR Egger,77,-0.026778368,0.017398221,0.127977776,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,Weighted median,77,-0.019052259,0.003850625,7.50E-07,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,Inverse variance weighted,77,-0.02052727,0.003829051,8.28E-08,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,Simple mode,77,-0.01409821,0.0095074,0.142244853,Network
ukb-b-5238,ukb-b-5076,Not socialising,Intelligence,Weighted mode,77,-0.014572043,0.009323851,0.122235972,Network
ukb-b-5238,ieu-a-118,Neuroticism,Intelligence,MR Egger intercept,69,-0.004569707,0.00935913,0.626958532,Network
ukb-b-5238,ieu-a-118,Neuroticism,Intelligence,MR Egger,69,-0.028507629,0.088145957,0.747389098,Network
